contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,volume,openInterest,impliedVolatility,inTheMoney,expiry,optionType
MSTR250207C00020000,2025-02-06 14:58:39+00:00,20.0,312.55,0.0,0.0,2.0,0.0,1.0000000000000003e-05,True,2025-02-07,C
MSTR250207C00025000,2025-02-06 20:58:58+00:00,25.0,301.2,0.0,0.0,178.0,0.0,1.0000000000000003e-05,True,2025-02-07,C
MSTR250207C00040000,2025-02-05 15:22:51+00:00,40.0,305.5,0.0,0.0,2.0,0.0,1.0000000000000003e-05,True,2025-02-07,C
MSTR250207C00045000,2025-02-03 17:29:45+00:00,45.0,285.65,0.0,0.0,2.0,0.0,1.0000000000000003e-05,True,2025-02-07,C
MSTR250207C00050000,2025-01-24 20:42:51+00:00,50.0,303.69,0.0,0.0,1.0,0.0,1.0000000000000003e-05,True,2025-02-07,C
MSTR250207C00080000,2025-01-30 16:11:54+00:00,80.0,265.11,0.0,0.0,10.0,0.0,1.0000000000000003e-05,True,2025-02-07,C
MSTR250207C00100000,2025-01-30 14:52:50+00:00,100.0,252.35,0.0,0.0,,0.0,1.0000000000000003e-05,True,2025-02-07,C
MSTR250207C00110000,2025-01-27 19:45:39+00:00,110.0,221.95,0.0,0.0,,0.0,1.0000000000000003e-05,True,2025-02-07,C
MSTR250207C00120000,2025-01-23 20:12:51+00:00,120.0,260.55,0.0,0.0,1.0,0.0,1.0000000000000003e-05,True,2025-02-07,C
MSTR250207C00140000,2025-01-28 14:38:03+00:00,140.0,202.25,0.0,0.0,,0.0,1.0000000000000003e-05,True,2025-02-07,C
MSTR250207C00160000,2025-02-04 17:17:13+00:00,160.0,186.5,0.0,0.0,7.0,0.0,1.0000000000000003e-05,True,2025-02-07,C
MSTR250207C00170000,2025-02-05 19:42:31+00:00,170.0,168.15,0.0,0.0,2.0,0.0,1.0000000000000003e-05,True,2025-02-07,C
MSTR250207C00180000,2025-02-06 20:38:25+00:00,180.0,146.77,0.0,0.0,5.0,0.0,1.0000000000000003e-05,True,2025-02-07,C
MSTR250207C00190000,2025-02-06 20:39:04+00:00,190.0,137.5,0.0,0.0,2.0,0.0,1.0000000000000003e-05,True,2025-02-07,C
MSTR250207C00195000,2025-02-04 17:17:12+00:00,195.0,151.9,0.0,0.0,8.0,0.0,1.0000000000000003e-05,True,2025-02-07,C
MSTR250207C00200000,2025-02-06 15:29:47+00:00,200.0,137.63,0.0,0.0,4.0,0.0,1.0000000000000003e-05,True,2025-02-07,C
MSTR250207C00205000,2025-02-06 20:59:42+00:00,205.0,120.0,0.0,0.0,2006.0,0.0,1.0000000000000003e-05,True,2025-02-07,C
MSTR250207C00210000,2025-02-06 17:56:53+00:00,210.0,120.7,0.0,0.0,1500.0,0.0,1.0000000000000003e-05,True,2025-02-07,C
MSTR250207C00215000,2025-02-06 20:59:35+00:00,215.0,110.85,0.0,0.0,1503.0,0.0,1.0000000000000003e-05,True,2025-02-07,C
